,content,label
36163,시계가 없으니까 그렇지 그겨도 백만원짤 시계인데.,1
132,이번에 우리 과로 발령난 직장 대리가 아주 마음에 들어.,0
54650,매일 야근하는 것도 이젠 지긋지긋해. 내가 돈 벌어오는 기계도 아니고.,2
63221, 저는 남친이 항상 보고싶은데 남친은 아닌가봐요,2
8749,ㅣ멋지다 유느닌님ㅎㅎㅎㅎㅎ,0
58663, 이문제 어찌해결해안될까요? 휴,2
54875,영양제에 돈을 엄청나게 쏟아부었는데 소용없는 것 같아. 억울해.,2
41097,딱 보면 모르냐?,1
36143,우리나라 같음 민소매 상상도 못할일인데...;;,1
28421,대표님께서 내일부터 당장 회사에 나오지 말라고 하셨어.,1
3786,결혼식이 무사히 끝나서 다행이야.,0
43567,썩은 대통령이 있는곳도 다 썩었구나.,1
50685,아직 신혼인데 남편이 다른 여자랑 만나는 걸 봤어.,2
17425,내 친구가 불행해졌으면 좋겠어.,1
49124,내가 아무리 열심히 해도 승진의 기회는 안 주어질 것 같아서 슬퍼.,2
16373,어제부터 친구가 나에게 쌀쌀맞게 굴어.,1
42494,책임있는 쌔뀌들아.,1
11605,그녀는 거짓말을 너무사랑해가 우리나라에서 드라마화된다구요?!,0
32048,김 씨한테 내 인슐린 주사기 그만 가져가라고 했어.,1
10382,소중하고 귀한 레시피 마음열고   공개하니 요리초보들 모두 감사맘으로 요리하고 있읍니다.,0
21552,이 회사에서 열심히 일해도 부장자리까지 올라갈 수 있을 거라고 생각 안한다.,1
6259,오늘 대표님에게 좋은 인상을 남긴 것 같아.,0
12127, 요즘 더더더 멋져보여서 큰일이예요!,0
46268,이대로라면 돈도 다 떨어질거야. 난 왜이렇게 가난한걸까.,2
24493,은퇴가 다가오니 심란해.,1
3401,드디어 나에게 동생이 생겨서 너무 기뻐.,0
41463,미친폭도들이 개난리쳐서 대통을 바꾸는걱 제 정신이냐?,1
23911,증권사의 추천대로 투자했다가 원금에서 손실을 보고 있어 당황스러워.,1
63324, 우리 헤어지자.,2
50125,왜 아버님은 우리한테만 재산을 안 물려주시는거야? 난 너무 억울해!,2
42853,이런게 뉴스라니. . 이게 나라냐?,1
30883,동생이 자꾸 내 옷을 말도 없이 입고 나가서 정말 화가 나. 왜 나한테 미리 말도 안 하고 그러는 거지?,1
17719,건강검진을 했는데 당장 살을 빼지지 않으면 위험 할 수도 있다는군.,1
30489,하루하루 지내다 보니 어느덧 은퇴 준비를 할 나이가 되었다니 믿기지 않아.,1
10413,항상 환한 미소가 넘 보기좋아요 ^.^,0
54254,제일 친한 친구가 남편이랑 신혼여행으로 스위스에 간대.,2
6333,얼마 전 최종 면접을 보고 왔는데 오늘 합격 발표가 나왔어. 다음 주부터 출근이라 너무 기뻐.,0
22213,오늘 직원들 앞에서 발표를 하다가 사래가 걸렸어. 정말 당황스러웠어.,1
1410,요즘 내가 갱년기는 갱년기인가 봐. 기분이 무슨 후룸라이드를 탄 것처럼 오르락내리락 하네.,0
24454,미치겠네. 팀장님이 보고서를 달라고 하는데 하나도 못 했어.,1
60496,맨날 언제 한번 맛보나..자빠트리고 싶다 햇는데..그 말 취소임....ㅡㅡ;;,2
9654,촛불 감사합니다.,0
52346,조별 과제가 끝나고 성적이 나오면 항상 억울한 감정이 더 많이 드는 것 같아.,2
6810,항상 응원합니다♥♥♥,0
28308,요즘 건강 관련 정보가 많이 나오는 것 같아.,1
1315,대장 내시경을 했는데 종양이 있다고 해서 걱정했는데 괜찮다고 하네.,0
5834,드디어 취직했어!,0
2206,아내와 나는 어떤 일에도 거짓말하지 않고 서로에게 사실만을 말하는 관계라서 너무 기뻐.,0
36844,근데 이번 9월중순 휴가때 여자를 소개받았더군요,1
52377,하루하루가 너무 싫다.,2
2272,오랫동안 간 기증자가 나타나길 기다렸었어. 드디어 기증받게 되어 행복한 마음으로 수술을 기다리고 있어.,0
45448,나이가 들어 병원비도 많이 드는데 걱정이야.,2
50447,우리 회사 대표는 개선할 점을 알려줘도 전혀 바꾸려 하질 않아.,2
20621,노후 계획을 세우기 위해 가족회의를 했는데 화가 나.,1
2898,취업했어! 드디어 나도 취업했다고!,0
58162,요즘 엄마가 몸 상태가 안 좋아서 집안일을 내가 하고 있어.,2
59107, 모든게 지긋지긋하고 매일 하루하루가 엉망이에요.,2
10008, 1년동안 삼성에서 고생많았습니다~!,0
32559,자녀들이 내 뜻대로 커지는 게 아니었어.,1
39130,재산에 딱 절반만 줘라~,1
26107,어제 아들이 아빠랑 축구를 했는데 계속 아빠가 이긴다고 속상해하더니 결국 울었어. 아들이랑 경기하면서 좀 봐주고 한 번씩은 져주면 좋을 텐데 남편이 한심해.,1
943,얼마 전에 건강검진을 받았는데 의사 선생님께서 별 이상이 없다고 하니 다행이야.,0
1002,나 결혼하기 정말 잘한 것 같아. 행복하고 마음이 편안해.,0
34801,군대 면제라고요?,1
45848,지금 생각해보니 사는 데 급급해서 자식들의 교육에 신경 써주지 못한 것 같아 미안해.,2
50462,엄마가 기다렸던 동생을 유산했대. 우리 가족 모두 슬퍼해.,2
34958,벌써 30년이 지났네요.,1
60627,부럽다 ㅜㅜ 우린 언제 가을야구해보나,2
55385,갚아도 갚아도 남편으로 인해 빚이 늘어나기만 하네.,2
4815,결혼해보니 미혼일 때 보다 좋은 점이 있는 것 같아.,0
10805,감사합니다~~홧팅!,0
52378,우리 부서가 없어져서 다른 부서로 배치되었는데 하던 일이 아니라 버려진 느낌이야.,2
57798,애인에게 청혼을 하기 위해 준비했던 것이 모두 수포로 돌아가 버려서 너무 힘들어.,2
22799,내가 수술을 끝내고 회복하는 중에 아들도 뇌출혈로 쓰러졌다는 연락을 받았어. 어떻게 이런 일이!,1
5052,겨울에 할머니 댁에 갔을 때 아빠가 군고구마를 만들어주셔서 좋았어.,0
51897,직장 일로 괴로워하는 동료를 보면 나도 괴로워.,2
8896,축하드려요..어제 방송도 잘 봤습니다,0
21602,아빠는 정말 귀찮고 성가셔.,1
58772, 친구들한테 물어보기도 뭐하고ㅜㅜ,2
21077,좋은 고등학교에 진학해도 등수가 어중간할 바엔 공부를 아예 안 하는 게 나은 것 같아.,1
44782, 아무리그래도 애가아직어린데 거기가서 그짓하고싶냐?,1
56798,재능이 많던 친구가 경제적인 이유로 학업을 중단하게 되었어.,2
6599,뉴스에서 딸이 다니는 학교에 큰 사고가 났다고 해서 걱정했는데 딸은 무사해서 안심이었어.,0
11130,祝 結婚....幸福하시길...,0
9744, 그리고 쉬지않고 밤낮 고생하시는 택배 기사님들 감사해요,0
30306,오늘 점심은 중식을 먹었어.,1
46267,요즘 친구들한테 좀 실망한 부분이 있는 것 같아.,2
714,친구가 반찬을 해다 주어서 너무 감동했어.,0
46550,정말 저질스러운 상사가 상습적으로 성추행을 해서 수치스러워!,2
35665,단백한? 단백질스럽단건가,1
45574,직장 동료들이 나를 보고 인색하다고 해서 상처를 받았어.,2
53445,고등학교에 올라온 뒤 중학교 친구들과 연락이 끊겨서 슬퍼.,2
46050,아빠가 자꾸 게임을 못하게 해서 짜증난다고 했었는데 다음날 보니까 아빠의 베개가 축축하더라.,2
4927,난 노후준비를 잘했다고 자신해.,0
44052,아...내세금...퍽이나 창조적이겟다,1
21563,십 년 전에 연락이 끊겼던 친구가 주변 사람들에게 사기를 치고 다녔다는 사실을 알게 됐어.,1
56186,이번에 나온 성적이 너무 안좋아서 충격이야.,2
1436,대학에서 뭘 공부하고 커서 뭘 해야 할지 모르겠어.,0
52539,친구가 자기는 이번에 시험 준비 안 할 거라 했는데 걔만 시험 봐서 붙었어.,2
51088,요즘 취업이 안 돼서 걱정이야.,2
57805,중년에 벌써 몸이 아프니 혼자 고립된 느낌이야.,2
47920,내 병원비가 부담될 텐데도 남편이 전혀 내색하지 않아서 미안하고 슬퍼.,2
26713,직업을 성별에 따라 나누는 것은 편협한 생각이야.,1
31732,이제 나도 은퇴할 때가 된 것 같아.,1
20114,오래 가지고 있었던 심장병이 다시 도질 조짐이 보여. 너무 불안해.,1
3537,학교에서 친구들과 오해가 생겼는데 가족들이 함께 해결해주려 해서 힘이 나고 기뻐.,0
4482,아내가 만성 비염 수술 후 그렇게 좋아하던 꽃향기를 맡는 모습을 보니 내가 다 즐거워.,0
48903,상대방이 교통사고 책임을 다 나한테 떠넘겨서 너무 화가 나고 짜증이 나.,2
4344,뜨개질해서 번 돈이 벌써 일억이 됐어. 정말 대단하지 않아?,0
7710,우리 오지환 킹지환 갓지환은 사랑입니다 ♥? 문천재도 멀티홈런 멋졌어요 ^^,0
1196,내가 믿고 따를 만큼 신뢰하는 상사가 있어서 너무 기뻐.,0
35428,이런 남자들도 있구나..,1
900,빨리 시간이 지나서 노후를 편히 보내고 싶어.,0
6351,막내딸이 결혼하는데 돈을 보태줄 수 있어 너무 기뻐.,0
596,요즘 경기가 안 좋아져서 직장에 취업하기 힘든 게 고민이야.,0
47591,나는 열심히 숙제했는데 숙제를 가지고 오지 않아서 너무 슬퍼.,2
3874,이번에 남편이 직장에서 이사로 승진을 했어. 몇 번의 탈락으로 이대로 퇴직해야 하나 고민도 하는 눈치였는데 말이야.,0
20733,요즘 친구들과의 관계에서 스스로 한심한 기분이 들어.,1
4079,수술 전에는 식욕이 그렇게 없더니 이제는 먹고 싶은 게 정말 많아서 즐거워.,0
13310,우리 집은 식탁에서 대화가 없어.,1
2224,아이들이 건강하게 자라줘서 고마워.,0
25531,친구들 부모님은 성적에 관계없이 잘했다고 말해주신다는데 우리 부모님은 그렇지 않아서 속상해.,1
11426,800일 축하해♡,0
63520," 그래서제가 월요일 오후에 부쳤거든요,ㅜㅜ",2
49258,친구들이 나를 따돌려서 힘들어.,2
48849,정말 열심히 노력했는데 신청한 고등학교에서 떨어졌어. ,2
16886,오늘 본 면접도 결과가 나쁠 것 같아.,1
11322,  저 잘하고 있는거 맞나요?? ㅎ ㅎ,0
3564,친구가 돈을 빌렸는데 일 년 만에 드디어 갚았어.,0
61527,  그녀에게 상처줫던 행동이 너무나 스스로 용서가 안되네요,2
937,속 깊이 친한 친구는 없었는데 요즘 무척 가까워진 친구가 생겨 신이 나.,0
6269,여러 군데 면접이 다 떨어지다가 결국 마지막엔 붙었어. 이제야 안심이 돼.,0
9620, 전 장문석선수를 믿습니다...,0
45159,내가 괴롭혔던 친구한테 사과했는데 웃으면서 받아줬어. 눈물이 너무 나더라.,2
11547,  여러가지 기사를 보니 확실히 알았어요,0
35140,와 242만원이나 대?ㅋㅋㅋ,1
37545,밥풀인줄알았다는..,1
3491,수술 후 상태가 많이 양호해졌어.,0
14898,인사발령이 지방으로 날까 봐 걱정이야.,1
63714, 금요일날 남자친구가 논산 훈련소로 들어갔는데요,2
19189,남편은 내가 돈이 많은 줄 알고 결혼했는데 돈이 없는 걸 알고 난 후에 날 떠났어.,1
9065,대한민국만세이재용회장님만세,0
52266,친한 친구가 사고가 나서 죽었대. 나 지금 너무 슬퍼.,2
33810,타잔인줄..........,1
42923,이 도주한 흰색 승용차는 반드시 잡아서 살인죄로 다스려야 합니다.,1
13176,버스를 타고 오는데 옆자리에 앉은 사람이 계속 기침을 하더라. 코로나 감염자인데 나한테 옮긴 건 아닐까?,1
12196, 당신의 목소리만 들어도 힐링이 되구 힘이 솟습니다.,0
60111,어찌해야되 언니들..ㅠㅠ난 서울살고 개는 공주에서 훈련받는데..,2
23616,경제적인 수준 차이가 나니까 친구들 여행에도 동참 못 하고 외롭다.,1
41794,사채업자가 따로 없네!!!,1
21014,건강 챙기는 것도 참 성가신 일이야.,1
20694,나는 살기가 너무 힘든데 자식들은 외제차를 끌고 다녀.,1
8667,작가+감독+배우 다 열일ㅠㅠㅠㅠ,0
51710,선생님께 도움을 요청했더니 자신을 믿으라고 말씀하셨어. 품에 안겨서 펑펑 울었어.,2
60664,누가 데리고 갈지 좋겄다..,2
46236,사람들과 어울리는 걸 좋아하는데 돈이 든다는 사실 때문에 일을 안 하는 친구들은 만나기가 어려워.,2
6420,회사에서 너무 우유부단하다고 사람들이 나를 비난 하는 것 같아.,0
8230,신화 무대 레전드였다!!!!!!!!,0
5148,남편이 보너스를 받았는데 내 옷을 사왔네.,0
38522,최순실 아부지가 김성근은 아니고???,1
50224,선생님께서는 내 잘못 때문에 내가 따돌림받는다고 오해하셔. 정말 억울하고 서러워.,2
39657, 아주 듣기가 싫다.,1
48166,친구한테 사기를 당했어.,2
9019,진짜 너무 오랜만인것 같아요ㅠㅠㅠ,0
3597,나는 매달 월세 받아서 별로 걱정이 없어.,0
50870,나는 학교에 가서 열심히 공부를 해도 의미가 없는 것 같아서 막막해.,2
6848, 그리고 열심히 노래들어서 꼭 1등 시켜줄게요ㅎㅎ,0
26731,요즘 너무 힘들어서 살고 싶지 않아.,1
50684,같이 교실 청소를 하기로 한 친구들이 나에게 청소를 모두 맡기고 집에 가버렸어.,2
48976,요즘 친구들이 나와 친하게 지내지 않으려 하는 것 같아 걱정이야. 나에 대해 안 좋은 소문도 퍼진 것 같아 속상해.,2
39506,뭐하는 짓인지 모르겠네요,1
30629,취업 준비를 하는데 신경 쓸 것이 너무 많아!,1
907,뇌에 문제가 있어서 수술을 앞두고 있는데 손녀가 편지를 써 왔어.,0
46335,어제 우연히 작년에 헤어졌던 남자친구를 만났어. 멋있어졌더라.,2
4096,부동산을 사두었던 게 값이 많이 올랐어.,0
61593,또 그런 남자를 만날 수 있을지..,2
621,코로나 때문에 재택근무하니까 너무 편하다.,0
9202,설연휴토요일에 오늘같은밤듣고있는데 손편지코너에 제가 보낸엽서에 읽어주셔서 감동받 아서 감사하고요,0
4415,나는 이 마을 사람들과 매우 좋은 관계를 유지하고 있어서 만족스러워.,0
45552,남자친구와 결혼하려고 했는데 며칠 전에 크게 싸우고 헤어져서 너무 슬퍼.,2
61117,"해외에서는 젊은 여성들의 상체 나체시위,올 나체시위 자주 하던데 우리나라는 왜 안하냐",2
46555,수행평가를 제시간에 낸 줄 알았는데 내지 않았어. 나 자신에게 너무 실망했어.,2
19354,부모님이 자꾸 결혼은 언제 할 거냐고 하셔서 스트레스받아.,1
39537,헌법질서 파괴하고 끝없는 죄를 지은 박근혜는 아빠따라 잔인하게 죽어야한다,1
61395,삼성 재고만 해도 100만대가 있었다...,2
25485,나 방금 정말 황당한 일을 겪었어.,1
50045,몸도 아픈데 친구들과도 억울한 일을 당했어.,2
6789,오늘 콘서트했는데 다치지말고 숙소 잘 들어가요,0
46386,이번 달 첫 월급명세서를 보게 됐어.,2
40821, 강남역 살인사건 구의역 사고가 있은지 얼마나 지났다고 !!!,1
52182,가족여행 일정이 있었는데 내가 심근경색으로 쓰러져서 취소되었어. 정말 슬퍼.,2
55412,어려서부터 알던 친구들하고 점점 멀어지는 느낌이야. 뭐가 문제일까?,2
13250,가족들은 모두 거실에서 노는데 나 혼자 공부하고 있는 것 같아서 쓸쓸해.,1
10119,늘 집에서 해 먹을 수 있는 요리 레시피 감사히 잘 받아 사용하고 있습니다.,0
51799,진짜 억울해. 난 결백하다고.,2
1499,새로운 팀장님이 일을 잘하는 분이라 안심돼.,0
27002,그럴 리가 없어. 내가 그럴 리가 없는데. ,1
4575,우연히 암 수술을 받았다던 고향 친구를 만났어.,0
48452,시어머니에게 말도 안 되는 이유로 핀잔을 들었어.,2
13780,우리 남편 대머리잖아. 예전엔 남편 외모가 참 멋지다고 생각했는데 이젠 어디 가서도 그런 말 못 하겠어.,1
48926,아들이 결혼 준비한다고 내 수술비를 위해 모아둔 적금을 해야 한다는데 상처받았어.,2
2992,건강 검진을 받았어.,0
8619,너무 잘 어울리네요 행복하게 사세요,0
428,노후를 대비해 작은 가게를 내고 아내와 아들더러 운영하게 했는데 가게가 잘 되어서 만족스러워.,0
9855,어머님감사합니다♡,0
8252,우와 아베멋있다.,0
41585,"탄핵과 모든 관련자 민, 형사처벌 !!!",1
16210,나 오늘 노인정에서 정말 속상했어.,1
54011,나도 같은 노인인데 노인정에서 나만 빼고 잔치를 한 것을 알고는 상처를 받았어.,2
60476,카테고리에 맞지 않는 글을 쓰게 되어서 일단 죄송합니다..,2
4266,학원에서 돌아오는 나를 엄마는 불평 없이 항상 직접 집으로 데려와 주셔.,0
56805,내 동기가 일을 잘해서 결국 나보다 월급도 많이 받게 돼서 우울해.,2
9164,천황폐하 만세,0
37452,유리멘탈이라드만 잘버티네,1
7175,우리 다 잘될거에요!,0
12655," 깊은 쌍꺼풀이 큰 눈을 더욱 돋보이게했으며,열정이 가득한 여자라고 생각했다.",0
57769,고혈압 때문에 평생 약을 먹어야 한다는 말을 들었을 때 많이 늙어버린 느낌에 눈물이 났어.,2
18113,백수 생활 삼 년째인데 놀다 보니 적응했어. 다시 취업할 수 있을까?,1
59738,아..그냥 결혼 전이라 심란하네요.,2
5783,은퇴 후에 멋진 여행을 가기로 했어!,0
2736,드디어 내일 동생이 와! 갓난아기는 정말 귀엽겠지? 빨리 보고 싶어.,0
8547,완전부담스러웠을텐데 연기도너무잘하고 너무너무이뻐요 완전기대됩니당,0
10123,멀리 캐나다에서 백선생님의 레서피를 보고 따라 하고 있습니다.,0
16703,늙어서도 돈은 필요한데 지원금만으로는 부족해 일자리를 구할 수 있을지 걱정스럽네.,1
27884,나는 의사에게 아내의 폐 수술이 잘 진행됐는지 물어봤어. 마음이 안 좋아.,1
34556,물기둥이 200km 대박,1
61489,내나이 20살중후반..모아둔돈은없고..,2
47699,나는 언니를 사랑해서 말한 건데 언니는 나랑 눈도 마주치지를 않아. 너무 답답해.,2
48065,과한 욕심을 부려서 프로젝트의 실패를 초래했는데 욕심이 후회돼.,2
17797,내 친구들은 내가 아니라 내가 공부를 잘해서 나랑 같이 다니려고 해서 너무 화나.,1
44218,연설문에 우리 나라를 위하는 진심이 느껴지지 않는게 유체이탈화법 같아요.,1
55287,진료받으러 왔다가 진상 환자 때문에 우는 간호사를 보고 있으면 우리 손녀가 생각나서 짠해.,2
9487,진짜힘든게 정기기부 하는거라고 하던데 진짜 대단하시네요~,0
20662,신부전으로 지출이 커서 걱정이야.,1
19401,치매가 이렇게 무서운 것인 줄 몰랐어. 막상 보니 너무 당황스러워.,1
45631,오늘 남자친구랑 헤어져서 너무 슬펐어.,2
24756,당뇨에 좋다는 상품을 홈쇼핑에서 주문하려고 핸드폰 찾는 사이에 품절돼서 화가 나.,1
4459,우리 아들이 대기업에 취직할 수 있을 거라 믿고 있어.,0
24689,엄마도 아빠도 내 말을 들어주지 않아. 이 세상에 홀로 남은 기분이야.,1
30346,친구 때문에 너무 화나.,1
26462,친구들끼리 다양한 대화를 하는데 자산에 대해서는 오픈하지 않아. 답답하고 짜증이 나.,1
53784,직장이 경제적으로 불안정해서 월급도 제때 안주네. 너무 불우하다.,2
47996,요즘 가족들과 마찰이 심해서 힘들어.,2
44865,저런 캐숑키가,1
52690,아빠는 내가 태어나자마자 떠나버렸대.,2
36093,ㄷㄷㄷ 1위 등극..,1
37811,임덕규? 덕규야..?...,1
12760, 또 한마음으로 촬영해서 그렇게 달력을 만드는 무한도전 팀.. 최고입니다!,0
44818, 그냥 무시를 해야 했대니깐!,1
58710,  이제 하반기인대 어떤걸 준비해야될까요ㅜ,2
3410,사업 때문에 외국에 계시던 아빠가 다음 달에 집으로 오신다는데 너무 기뻐.,0
43292,삼류들이 발광해도 삼류,1
14488,도대체 나는 걔네들이 왜 그러는지 모르겠어!,1
57767,부모님이 돌아가시고 나니 더 챙기지 못한 게 한스럽고 후회된다.,2
8701,겁나 웃길듯 ㅋㅋㅋ,0
8851, 연아양...너무나  기쁘고 축하합니다.,0
50205,엄마가 아빠한테 지긋지긋하다고 말했어. 이혼하실 것 같아.,2
54009,혼자 살아서 그런지 요즘은 고립된 것 같은 기분이야.,2
48361,나를 돌보는 것이 부담될까 봐 요양원에서 지내겠다고 했더니 자식들이 기뻐했어. 왠지 마음이 아파.,2
183,체육대회 날 날 괴롭히던 친구들과 뒤섞여 축구경기를 하다 보니 다시 사이가 좋아져서 기분이 좋아.,0
349,요즘에는 나가는 지출이 적어 남은 돈으로 저축을 하고 있어 무척 기쁘고 뿌듯해.,0
2340,요즘은 정말 살맛 나. 다 부인 덕분이야.,0
41474,무조건 빨리빨리 무조건 대충대충하다 사단나는 인재,1
4171,이번 주가 출산 예정일인데 아직 소식이 없네.,0
47423,내가 가장 믿고 의지했던 계주가 곗돈을 들고 사라졌어.,2
28883,생각지도 않은 아이가 생겨서 너무 당황스러워.,1
52409,나는 돈을 줄인다고 줄이는데 자식들이 돈을 너무 많이 써.,2
61367,다른기기에 적응하기싫어서 15년 넘게 삼성만 썼는데쓸수록 실망스럽네요ㅠ,2
16221,요새 회사에서 열심히 일하고 있는데 많이 부족한 것 같아서 불안해.,1
59238,요즘 엘지가 뒷문이 열려 고생중입니다,2
31104,나는 미대를 가고 싶은데 선생님이 돈도 못 버는 직업이라고 자꾸 무시해서 열 받아.,1
15584,은퇴자 모임이란 걸 나가 봤는데 영 어색하네.,1
1367,친구가 하는 카페 사업에 돈을 투자해서 수익을 좀 봐서 너무 기뻐.,0
10793,엄마가 순진하고 착해요,0
41674,썩은뿌리가 다시는 자라나지 못하도록 철저하게 뽑아버려야 한다.,1
62678,삼성 팬인데도 울었다,2
11493,요즘 대세 정대세 미존여오로서 빛을 발했던 오빠의 모습!!,0
48045,나는 젊어서 아내와 이혼하고 쭉 혼자 지내왔어. 종종 외롭기도 하고 쓸쓸하기도 했지.,2
27754,친구에게 노후준비 여부를 물어보려는데 되게 조심스러워.,1
56947,소득이 너무 적어서 제대로 된 노후 대책을 할 수가 없어 힘들어.,2
32820,직장을 그만둔 이후로 스트레스가 많아.,1
7211, 오빠의 행동하나하나가우리에게 즐거움을 주네요.,0
18471,누가 사무실에서 내가 하는 업무를 일부러 지워 버렸어.,1
39174,내가 이상한건가.....??,1
36296, 사람도 너무 많고 노선도 너무 많음 미아될 것 같더라,1
17788,같은 반에 따돌림 당하는 친구를 도와주고 싶은데 나도 따돌림 당할까봐 좀 조심스러워.,1
53559,이유 없이 어떤 친구들이 괴롭힘을 당하고 있길래 나서서 지켜줬는데 나까지 괴롭혀. 정말 힘들어.,2
38378,내 허리가 기상센터야 이거 왜이래,1
17263,이제 재정관리를 해야 하는데 병원비가 계속 빠져나가서 초조해.,1
3851,우리 담임선생님께 감사할 일이 생겼어.,0
11693,에디ㅜㅜ 연기 너무잘해요 앞으로 더크게될 배우,0
10259,감사합니다,0
12388,라미란 배우님 파이팅><♡♡응원해요,0
10502, 근데 여기서 수애가 이기면 ㄹㅇ 하드캐리 하는거다,0
15135,직장을 그만두고 싶어. 어떻게 해야할지 고민되고 모르겠어.,1
34578,6시전에 먹는건 점심아냐?,1
48898,회사에서 크게 알아주지 않아도 희생하며 열심히 일했던 것이 후회되네.,2
4039,동업하는 친구가 내게 부탁한 일이 있는데 거의 다 해서 느긋하게 마무리하는 중이야.,0
31739,나 오늘 직장에서 업무 스트레스를 많이 느꼈어. 무척 힘들고 당황스러웠어.,1
5322,드디어 오늘은 정시에 퇴근을 할 수가 있겠네.,0
3136,가족이 화목해서 좋아.,0
27622,내가 지금 하는 것이 과연 옳을까?,1
1377,한약을 먹고 나서 피로가 덜해. 많이 좋아진 것 같아 매우 만족스러워.,0
35503,오 이런...미국은 다양성을 힘으로 세계를 거머쥔 나라인데..,1
59960,퍼질대로 퍼지고미추어 버리겠네,2
52830,건강 검진 결과 때문에 기분이 너무 안 좋네.,2
61880,내가 그렇게  싫어나?,2
50825,노조 설립을 허가해 주지 않는 회사의 결정에 실망했어.,2
18700,친해지면 그냥 막 대해도 되는 건가? 인간관계가 너무 어려워.,1
61670, 화장으로 가려도 패인거는 커버가 안돼요,2
39041,아베폰인가? ㄷㄷ..,1
54159,감정도 나이가 들어 마비된 건지 지인들이 죽었다는 소식을 들어도 놀라지 않게 되었어.,2
58699,막막하네요 흐잉,2
52284,오늘 면접인데 준비를 너무 못했어.,2
5441,건강검진 결과가 나왔는데 어머니가 큰 이상 없으시대. 아직 건강하셔서 참 다행이야.,0
1988,오늘 새로운 친구를 만들었어.,0
43537, 병x새키들아..,1
2982,내 친구가 내일 여자친구를 소개해준대.,0
55364,아이를 낳고 일 년간 육아휴직을 했는데 직무에 대한 익숙함을 잃었어. 예전의 나와 비교돼서 슬프고 후회돼.,2
8964,넘멋있어용 김연경,0
29937,내가 친구의 성적을 듣고 웃어서 상처를 준 것 같아. 일부러 그런 게 아닌데 너무 미안해.,1
6578,팔리지 않던 땅이 팔려 너무 기쁘네.,0
19472,오늘 엄마랑 전화하다 말다툼을 했어. 기분이 너무 안 좋아.,1
62056, 어디든 가고싶은데 집은 좀 그래요,2
63436,오늘 남자친구가 시계 잃어버렸다네요ㅠㅠ,2
37772, 왜 내 주변은 항상 잘나가는거야???,1
63542, 가뜩이나 키도작은데 이거 어떻게 해야하나요?ㅠㅠ,2
53290,시험을 망쳐서 숨겨놓은 성적표를 엄마에게 들켰어.,2
3498,결혼을 하고 시간이 되니 안정감이 생기니 편안함이 생겨.,0
45415,아내의 기일이 돌아오면 죽은 아내 모습이 떠올라서 아직도 마음이 아프고 슬퍼.,2
48819,요즘 취업 시장에서 충격 받은 게 다들 너무 정년이 보장된 직장을 쫓아다니더라.,2
47862,항암 치료비에 보태기 위해 집을 팔 수도 있었지만 아들에게 물려줘야 해서 팔지 않았어.,2
2493,소중한 예쁜 아기를 건강하게 출산했어. 정말 감사한 일인 것 같아.,0
35156,올겨울처음?,1
53909,내 친구한테 질투가 나.,2
6650,동창들끼리 만성질환에 좋은 온천여행을 가기로 해서 신이 나고 기쁘네.,0
45488,날 도와주는 친구가 한명도 없어. 모두 나를 모른 척해.,2
61357, 안타깝다 진심으로...,2
7096,아수라가 생각보다 재미가없엇고 럭키가 생각보다 너무 재밋어서 입소문으로 대박남ㅋㅋㅋ,0
8198,내년에도 하십니까? 감사합니다.,0
7054, 이렇다 저렇다 기자들의 말이 많지만 무한도전 특유의 재미가 있으니 그냥 믿고 봅니다.,0
30156,나 혼자만 오래 살고 싶어서 버티는 것 같아서 불안해.,1
58226,아빠가 코골이가 심해서 매일 자다가 깨. 다시 잠도 못 자고 너무 괴로워.,2
51483,우리 아들이 큰 집에서 살고 싶대. 나는 열심히 산다고 살았는데 기분이 좀 그렇네.,2
54471,같이 어울리던 친구들이 나에 대해 오해하고 있는 것 같아서 억울해.,2
54447,장기입원을 해야 해서 옆집에서 우리 집 개를 봐주기로 했는데 돌아와 보니 살이 많이 빠져있어서 슬펐어.,2
21930,직장에서 후배가 일을 못 해.,1
62789,저번주는 내내 된장찌개 생각나게 하더니 요번엔 볶음밥이랑 계란국 ㅠㅠ,2
56640,내가 하고 싶었던 일을 친구가 해내는 걸 보면 부러우면서도 슬퍼지네.,2
45317,부모님이 나보고 나가서 살래.,2
6508,회사에서 특정분야 만큼은 내가 제일 전문가라고 자신해.,0
1013,내 동생은 부모님의 기대에 어긋나지 않고 무슨 일이든 잘 해내서 너무 자랑스러워.,0
61408,밤이 힘들겠지. .....,2
18974,요즘 들어 계속 설사했는데 알고 보니 당뇨약 부작용이어서 혼란스러워.,1
59420,근데 차마 이혼하자는 말이 안나오네요...,2
353,결혼한 지 십 년 차고 나이도 삼십 대 후반이지만 난 아직 아이 낳는 문제에 있어서 느긋해.,0
17322,갑자기 친구들이 날 따돌려서 당황스러워. 내가 무슨 잘못을 한걸까?,1
7127,태극기 걸은 게 맘에 듭니다 !!!!,0
12248,글 올리는 것이 좋네요,0
7162,제가 아직 취준생이라 돈은 별로 없어서 고민중이었는데지금 세일도 많이 한다고하더라구요,0
13908,학교 폭력 피해자의 어머니를 보고 죄책감의 휩싸여 사과했어.,1
1000,나 곧 수술해. 좀 불안하긴 한데 믿음직스럽기도 하네.,0
218,오늘 내가 가장 원하던 대학교로부터 합격 전화를 받았어! 기뻐.,0
